#wavelength,flux
       3045.000, 3.351516e-21
       3055.000, 3.469925e-21
       3065.000, 3.470624e-21
       3075.000, 3.457183e-21
       3085.000, 3.435661e-21
       3095.000, 3.416314e-21
       3105.000, 3.396036e-21
       3115.000, 3.375679e-21
       3125.000, 3.355633e-21
       3135.000, 3.336598e-21
       3145.000, 3.316474e-21
       3155.000, 3.297982e-21
       3165.000, 3.278947e-21
       3175.000, 3.259523e-21
       3185.000, 3.241109e-21
       3195.000, 3.222384e-21
       3210.000, 3.194646e-21
       3230.000, 3.158362e-21
       3250.000, 3.122544e-21
       3270.000, 3.077480e-21
       3290.000, 2.888444e-21
       3310.000, 2.958371e-21
       3330.000, 2.973988e-21
       3350.000, 2.945163e-21
       3370.000, 2.913074e-21
       3390.000, 2.882384e-21
       3410.000, 2.852005e-21
       3430.000, 2.821781e-21
       3450.000, 2.791868e-21
       3470.000, 2.762032e-21
       3490.000, 2.732352e-21
       3510.000, 2.702750e-21
       3530.000, 2.674080e-21
       3550.000, 2.645410e-21
       3570.000, 2.615730e-21
       3590.000, 2.591255e-21
       3610.000, 2.558934e-21
       3630.000, 2.539199e-21
       3650.000, 2.502837e-21
       3670.000, 2.492581e-21
       3690.000, 2.443476e-21
       3710.000, 2.437339e-21
       3730.000, 2.354203e-21
       3750.000, 2.292668e-21
       3770.000, 2.368966e-21
       3790.000, 2.354592e-21
       3810.000, 2.299583e-21
       3830.000, 2.282023e-21
       3850.000, 2.290026e-21
       3870.000, 2.269048e-21
       3890.000, 2.231909e-21
       3910.000, 2.165401e-21
       3930.000, 2.198577e-21
       3950.000, 2.188943e-21
       3970.000, 2.168975e-21
       3990.000, 2.147997e-21
       4010.000, 2.082732e-21
       4030.000, 2.050333e-21
       4050.000, 1.987398e-21
       4070.000, 2.054684e-21
       4090.000, 2.049478e-21
       4110.000, 2.032229e-21
       4130.000, 2.012028e-21
       4150.000, 1.980561e-21
       4170.000, 1.895716e-21
       4190.000, 1.943111e-21
       4210.000, 1.940858e-21
       4230.000, 1.925086e-21
       4250.000, 1.908070e-21
       4270.000, 1.891288e-21
       4290.000, 1.874661e-21
       4310.000, 1.858344e-21
       4330.000, 1.842028e-21
       4350.000, 1.818098e-21
       4370.000, 1.738381e-21
       4390.000, 1.763322e-21
       4410.000, 1.776453e-21
       4430.000, 1.764487e-21
       4450.000, 1.749492e-21
       4470.000, 1.742110e-21
       4490.000, 1.727348e-21
       4510.000, 1.712974e-21
       4530.000, 1.698600e-21
       4550.000, 1.684537e-21
       4570.000, 1.670474e-21
       4590.000, 1.656644e-21
       4610.000, 1.640794e-21
       4630.000, 1.617485e-21
       4650.000, 1.528367e-21
       4670.000, 1.516558e-21
       4690.000, 1.568692e-21
       4710.000, 1.573820e-21
       4730.000, 1.564963e-21
       4750.000, 1.552376e-21
       4770.000, 1.540100e-21
       4790.000, 1.527979e-21
       4810.000, 1.515936e-21
       4830.000, 1.504048e-21
       4850.000, 1.492239e-21
       4870.000, 1.480662e-21
       4890.000, 1.469163e-21
       4910.000, 1.457741e-21
       4930.000, 1.446553e-21
       4950.000, 1.435443e-21
       4970.000, 1.424487e-21
       4990.000, 1.413610e-21
       5010.000, 1.402888e-21
       5030.000, 1.392321e-21
       5050.000, 1.381832e-21
       5070.000, 1.371421e-21
       5090.000, 1.358989e-21
       5110.000, 1.335525e-21
       5130.000, 1.271581e-21
       5150.000, 1.319830e-21
       5170.000, 1.320141e-21
       5190.000, 1.311672e-21
       5210.000, 1.302038e-21
       5230.000, 1.292559e-21
       5250.000, 1.283235e-21
       5270.000, 1.273912e-21
       5290.000, 1.264743e-21
       5310.000, 1.255731e-21
       5330.000, 1.246718e-21
       5350.000, 1.237860e-21
       5370.000, 1.229003e-21
       5390.000, 1.220379e-21
       5410.000, 1.211754e-21
       5430.000, 1.203208e-21
       5450.000, 1.194816e-21
       5470.000, 1.186425e-21
       5490.000, 1.178189e-21
       5510.000, 1.170031e-21
       5530.000, 1.161951e-21
       5550.000, 1.153948e-21
       5570.000, 1.146023e-21
       5590.000, 1.138176e-21
       5610.000, 1.130484e-21
       5630.000, 1.122792e-21
       5650.000, 1.115178e-21
       5670.000, 1.107719e-21
       5690.000, 1.100260e-21
       5710.000, 1.092879e-21
       5730.000, 1.085575e-21
       5750.000, 1.078349e-21
       5770.000, 1.071201e-21
       5790.000, 1.064131e-21
       5810.000, 1.057138e-21
       5830.000, 1.050146e-21
       5850.000, 1.045562e-21
       5870.000, 1.036316e-21
       5890.000, 1.018601e-21
       5910.000, 9.716723e-22
       5930.000, 1.009510e-21
       5950.000, 1.010598e-21
       5970.000, 1.005626e-21
       5990.000, 9.991767e-22
       6010.000, 9.928057e-22
       6030.000, 9.865122e-22
       6050.000, 9.802188e-22
       6070.000, 9.740032e-22
       6090.000, 9.678650e-22
       6110.000, 9.618048e-22
       6130.000, 9.557444e-22
       6150.000, 9.497618e-22
       6170.000, 9.438569e-22
       6190.000, 9.380297e-22
       6210.000, 9.322024e-22
       6230.000, 9.264529e-22
       6250.000, 9.207810e-22
       6270.000, 9.151091e-22
       6290.000, 9.095150e-22
       6310.000, 9.039985e-22
       6330.000, 8.984821e-22
       6350.000, 8.930434e-22
       6370.000, 8.876822e-22
       6390.000, 8.823212e-22
       6420.000, 8.743962e-22
       6460.000, 8.639848e-22
       6500.000, 8.537290e-22
       6540.000, 8.437060e-22
       6580.000, 8.338386e-22
       6620.000, 8.241266e-22
       6660.000, 8.146476e-22
       6700.000, 8.052463e-22
       6740.000, 7.960781e-22
       6780.000, 7.869877e-22
       6820.000, 7.781302e-22
       6860.000, 7.693661e-22
       6900.000, 7.607729e-22
       6940.000, 7.523196e-22
       6980.000, 7.440138e-22
       7020.000, 7.358401e-22
       7060.000, 7.277907e-22
       7100.000, 7.198967e-22
       7140.000, 7.120960e-22
       7180.000, 7.044507e-22
       7220.000, 6.968753e-22
       7260.000, 6.894786e-22
       7300.000, 6.822062e-22
       7340.000, 6.750270e-22
       7380.000, 6.679489e-22
       7420.000, 6.589439e-22
       7460.000, 6.327291e-22
       7500.000, 6.258141e-22
       7540.000, 6.384009e-22
       7580.000, 6.343063e-22
       7620.000, 6.278885e-22
       7660.000, 6.215641e-22
       7700.000, 6.153329e-22
       7740.000, 6.091948e-22
       7780.000, 6.031500e-22
       7820.000, 5.971907e-22
       7860.000, 5.913246e-22
       7900.000, 5.855362e-22
       7940.000, 5.798334e-22
       7980.000, 5.742158e-22
       8020.000, 5.686838e-22
       8060.000, 5.632218e-22
       8100.000, 5.578452e-22
       8140.000, 5.525385e-22
       8180.000, 5.473096e-22
       8220.000, 5.421583e-22
       8260.000, 5.370770e-22
       8300.000, 5.320655e-22
       8340.000, 5.271163e-22
       8380.000, 5.222292e-22
       8420.000, 5.174352e-22
       8460.000, 5.127035e-22
       8500.000, 5.080262e-22
       8540.000, 5.034110e-22
       8580.000, 4.988580e-22
       8620.000, 4.943750e-22
       8660.000, 4.899463e-22
       8700.000, 4.855719e-22
       8740.000, 4.812598e-22
       8780.000, 4.770098e-22
       8820.000, 4.728064e-22
       8860.000, 4.686574e-22
       8900.000, 4.645706e-22
       8940.000, 4.605381e-22
       8980.000, 4.565523e-22
       9020.000, 4.526209e-22
       9060.000, 4.487360e-22
       9100.000, 4.448978e-22
       9140.000, 4.411140e-22
       9180.000, 4.373846e-22
       9220.000, 4.336940e-22
       9260.000, 4.300501e-22
       9300.000, 4.264527e-22
       9340.000, 4.229019e-22
       9380.000, 4.193900e-22
       9420.000, 4.159248e-22
       9460.000, 4.125061e-22
       9500.000, 4.091264e-22
       9540.000, 4.057777e-22
       9580.000, 4.024833e-22
       9620.000, 3.992278e-22
       9660.000, 3.960034e-22
       9700.000, 3.928256e-22
       9740.000, 3.896789e-22
       9780.000, 3.865788e-22
       9820.000, 3.835098e-22
       9860.000, 3.804719e-22
       9900.000, 3.774806e-22
       9940.000, 3.745203e-22
       9980.000, 3.715912e-22
       10020.00, 3.686931e-22
       20000.00, 9.425360e-23
       40000.00, 2.351950e-23
       60000.00, 1.038413e-23
       80000.00, 5.802529e-24
       100000.0, 3.691438e-24
       120000.0, 2.549765e-24
       140000.0, 1.864172e-24
       160000.0, 1.421069e-24
